Gender,Class year,What type of financial aid do you receive from Brown?,Are you currently on a varsity sports team?,How would you describe your sexual orientation?,Race/ethnicity (check all that apply),Concentration area(s),"Are you a legacy student (i.e. you have a parent, grandparent or sibling who attended Brown)?",Do you identify as a first-generation college student?,Were you a domestic or international applicant when you applied to Brown?,"Are you involved with a Greek life organization? (sorority of fraternity, NOT program housing) ",Do you live on or off campus?,Do you approve or disapprove of the way Christina Paxson is handling her job as the president of the University?,Do you approve or disapprove of the way the Undergraduate Council of Students is handling its job?,How satisfied are you with the available meal plan options?,"If the 2020 Democratic primary were held today, which candidate would you vote for?","Taking all things together, how happy would you say you are?",What do you think is the most important issue facing this country today?,How safe do you feel outside on campus after dark?,How safe do you feel outside in areas surrounding campus after dark? (incl. Thayer Street) ,How satisfied are you with your current housing situation?,How often do you use an E-cigarette (e.g. JUUL)?,What type of romantic or sexual relationship are you in right now?,What type of romantic or sexual relationship do you want right now?
Male,Junior,"Grants, covering some costs",No,Heterosexual,Other,"Life sciences, Physical sciences (incl. math, CS)",No,Yes,Domestic,No,On campus,No opinion,No opinion,Somewhat dissatisfied,Bernie Sanders,Somewhat happy,Healthcare,Very safe,Somewhat safe,Somewhat unsatisfied,Never,Consistent hook-ups with one other person,Casual hook-ups with multiple people
Male,Junior,"Grants, covering some costs",No,Heterosexual,Asian,"Life sciences, Physical sciences (incl. math, CS)",No,No,Domestic,Yes,On campus,Somewhat approve,Somewhat approve,Somewhat dissatisfied,Andrew Yang,Somewhat happy,Gun control,Very safe,Very safe,Somewhat satisfied,Once a week,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,Senior,"Grants, covering some costs",No,Heterosexual,Black,Life sciences,No,No,Domestic,No,Off campus,Somewhat disapprove,No opinion,Very dissatisfied,Elizabeth Warren,Somewhat happy,Environment/Climate change,Very unsafe,Very unsafe,Very satisfied,Never,Not in any kind of relationship,Not in any kind of relationship
Male,Senior,None,No,Heterosexual,White,"Life sciences, Physical sciences (incl. math, CS)",No,No,Domestic,No,Off campus,Somewhat disapprove,No opinion,Somewhat dissatisfied,Pete Buttigieg,Very happy,Environment/Climate change,Very safe,Somewhat unsafe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,Sophomore,None,No,Heterosexual,Asian,"Humanities/arts, Business (BEO or econ)",No,No,International,No,Off campus,No opinion,No opinion,Very dissatisfied,I am ineligible to vote,Somewhat happy,Environment/Climate change,Somewhat safe,Somewhat unsafe,Very satisfied,Two to three times a week,Not in any kind of relationship,Consistent hook-ups with one other person
Female,Sophomore,"Grants, covering some costs",No,Other,Asian,"Life sciences, Physical sciences (incl. math, CS)",No,Yes,Domestic,No,On campus,Somewhat disapprove,No opinion,Somewhat satisfied,I am unsure,Not very happy,Current government leadership,Somewhat safe,Somewhat safe,Very satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Male,Sophomore,None,Yes,Heterosexual,White,"Humanities/arts, Business (BEO or econ)",Yes,No,Domestic,Yes,On campus,Somewhat approve,Somewhat approve,Somewhat satisfied,Joe Biden,Somewhat happy,Environment/Climate change,Somewhat safe,Somewhat safe,Somewhat satisfied,Never,Casual hook-ups with multiple people,Exclusive relationship with one other person
Female,Senior,"Grants, covering all costs",No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,International,No,On campus,Somewhat approve,Somewhat approve,No opinion,I am ineligible to vote,Somewhat happy,Current government leadership,Somewhat safe,Somewhat safe,Somewhat satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Male,Sophomore,"Grants, covering some costs",No,Heterosexual,Asian,"Physical sciences (incl. math, CS), Business (BEO or econ)",No,No,Domestic,No,On campus,No opinion,Somewhat approve,Somewhat dissatisfied,Elizabeth Warren,Somewhat happy,Gap between rich and poor,Very safe,Somewhat safe,Somewhat satisfied,Two to three times a week,Not in any kind of relationship,Exclusive relationship with one other person
Male,Sophomore,None,No,Heterosexual,White,"Life sciences, Physical sciences (incl. math, CS)",No,No,Domestic,Yes,On campus,Somewhat approve,Somewhat approve,Very dissatisfied,Andrew Yang,Very happy,Environment/Climate change,Very safe,Very safe,Somewhat satisfied,Two to three times a week,Not in any kind of relationship,Exclusive relationship with one other person
Male,Sophomore,None,No,Heterosexual,White,Business (BEO or econ),No,No,International,No,On campus,Strongly approve,No opinion,Very dissatisfied,I am ineligible to vote,Somewhat happy,Gap between rich and poor,Very safe,Very safe,Very satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,Sophomore,"Grants, covering some costs",Yes,Heterosexual,"White, Other",Social sciences (not incl. BEO or econ),No,No,International,No,On campus,No opinion,Somewhat approve,Very dissatisfied,I am ineligible to vote,Very happy,National debt,Somewhat safe,Somewhat safe,Somewhat unsatisfied,Two to three times a week,Not in any kind of relationship,Not in any kind of relationship
Male,First-year,None,No,Heterosexual,Asian,Life sciences,No,No,Domestic,No,On campus,No opinion,Somewhat disapprove,Very dissatisfied,Kamala Harris,Somewhat happy,Race relations/Racism,Very safe,Somewhat safe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Male,Junior,"Grants, covering all costs",No,Heterosexual,Hispanic,"Physical sciences (incl. math, CS)",No,No,International,No,On campus,Strongly approve,Strongly approve,Somewhat dissatisfied,Other,Somewhat happy,Current government leadership,Somewhat safe,Very safe,Somewhat satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Male,Senior,"Grants, covering some costs",No,Heterosexual,Asian,Life sciences,No,No,Domestic,No,On campus,No opinion,No opinion,Somewhat satisfied,I am unsure,Somewhat happy,Healthcare,Somewhat safe,Somewhat safe,Very satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Male,Junior,None,No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,No,On campus,Somewhat disapprove,Somewhat disapprove,Very dissatisfied,I am unsure,Not very happy,Gap between rich and poor,Somewhat safe,Somewhat safe,Somewhat unsatisfied,Two to three times a week,Not in any kind of relationship,Exclusive relationship with one other person
Male,Sophomore,None,No,Heterosexual,White,Business (BEO or econ),No,No,Domestic,No,On campus,Somewhat approve,No opinion,Unsure,Other,Very happy,National debt,Somewhat safe,Somewhat safe,Somewhat unsatisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Male,Junior,None,No,Heterosexual,White,"Physical sciences (incl. math, CS)",Yes,No,Domestic,No,Off campus,Somewhat disapprove,Somewhat approve,Somewhat satisfied,I am unsure,Very happy,Healthcare,Somewhat safe,Somewhat unsafe,Very satisfied,Two to three times a week,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,Junior,"Grants, covering some costs",No,Heterosexual,Asian,"Business (BEO or econ), Social sciences (not incl. BEO or econ)",No,No,Domestic,No,On campus,Somewhat approve,No opinion,Very dissatisfied,Joe Biden,Very happy,Gun control,Somewhat safe,Somewhat unsafe,Somewhat unsatisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,Sophomore,None,No,Heterosexual,Asian,Social sciences (not incl. BEO or econ),No,No,International,No,On campus,Somewhat disapprove,No opinion,Very dissatisfied,Elizabeth Warren,Very happy,Environment/Climate change,Somewhat safe,Somewhat safe,Very satisfied,Never,Casual hook-ups with multiple people,Exclusive relationship with one other person
Female,First-year,None,No,Heterosexual,Asian,"Humanities/arts, Social sciences (not incl. BEO or econ)",No,No,International,No,On campus,Somewhat approve,Somewhat approve,Somewhat satisfied,Amy Klobuchar,Somewhat happy,Gap between rich and poor,Somewhat unsafe,Somewhat unsafe,Somewhat satisfied,Never,Not in any kind of relationship,Not in any kind of relationship
Male,First-year,None,Yes,Heterosexual,White,Business (BEO or econ),No,No,Domestic,No,On campus,No opinion,No opinion,Somewhat satisfied,I am unsure,Very happy,Environment/Climate change,Very safe,Very safe,Somewhat satisfied,Never,Not in any kind of relationship,Not in any kind of relationship
Female,Sophomore,None,Yes,Heterosexual,"White, Hispanic, Black",Business (BEO or econ),No,No,Domestic,No,On campus,No opinion,No opinion,Somewhat dissatisfied,I am unsure,Very happy,Other,Somewhat safe,Somewhat safe,Very satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,Sophomore,None,No,Heterosexual,Asian,"Humanities/arts, Business (BEO or econ)",No,No,International,No,On campus,Somewhat disapprove,No opinion,Very dissatisfied,Elizabeth Warren,Somewhat happy,Poverty/Homelessness,Somewhat unsafe,Somewhat unsafe,Somewhat satisfied,Never,Not in any kind of relationship,Do not know
Female,Sophomore,"Grants, covering some costs",No,Heterosexual,Asian,"Humanities/arts, Business (BEO or econ)",No,No,Domestic,Yes,On campus,No opinion,No opinion,Somewhat dissatisfied,I am unsure,Somewhat happy,Gap between rich and poor,Somewhat safe,Somewhat unsafe,Somewhat satisfied,Never,Not in any kind of relationship,Not in any kind of relationship
Male,First-year,"Grants, covering some costs",Yes,Heterosexual,Black,Business (BEO or econ),No,No,Domestic,No,On campus,Strongly approve,Strongly approve,Very satisfied,Joe Biden,Somewhat happy,Gap between rich and poor,Very safe,Very safe,Very satisfied,Never,Not in any kind of relationship,Casual hook-ups with multiple people
Female,First-year,None,Yes,Heterosexual,"White, Asian",Humanities/arts,Yes,No,Domestic,No,On campus,No opinion,Somewhat approve,Very satisfied,Joe Biden,Very happy,Environment/Climate change,Very safe,Somewhat safe,Very satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Other,Junior,"Grants, covering some costs",No,Other,White,Humanities/arts,No,No,Domestic,No,Off campus,Somewhat disapprove,No opinion,No opinion,Pete Buttigieg,Don't know,Other,Somewhat safe,Somewhat safe,Very satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,First-year,"Grants, covering some costs",No,Bisexual,"White, Hispanic","Humanities/arts, Business (BEO or econ)",No,No,Domestic,No,On campus,No opinion,No opinion,Somewhat dissatisfied,Elizabeth Warren,Somewhat happy,Environment/Climate change,Somewhat safe,Somewhat unsafe,Very satisfied,Never,Not in any kind of relationship,Not in any kind of relationship
Male,Sophomore,None,No,Heterosexual,White,Humanities/arts,No,No,Domestic,No,On campus,Somewhat approve,Somewhat approve,Somewhat satisfied,Elizabeth Warren,Somewhat happy,Environment/Climate change,Very safe,Very safe,Somewhat satisfied,Never,Not in any kind of relationship,Do not know
Male,Junior,None,Yes,Heterosexual,White,Life sciences,No,No,Domestic,Yes,Off campus,Strongly approve,No opinion,Somewhat satisfied,I am unsure,Very happy,Environment/Climate change,Very safe,Very safe,Very satisfied,Daily,Exclusive relationship with one other person,Exclusive relationship with one other person
Other,First-year,"Grants, covering some costs",No,Bisexual,White,"Humanities/arts, Social sciences (not incl. BEO or econ)",No,Yes,Domestic,No,On campus,Somewhat approve,Somewhat approve,Somewhat satisfied,Andrew Yang,Somewhat happy,Gap between rich and poor,Somewhat unsafe,Somewhat unsafe,Somewhat unsatisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Male,First-year,"Grants, covering some costs",No,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,Domestic,No,On campus,No opinion,No opinion,Somewhat satisfied,Andrew Yang,Somewhat happy,Current government leadership,Somewhat safe,Unsure,Somewhat unsatisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,Sophomore,"Grants, covering some costs",No,Other,Asian,Social sciences (not incl. BEO or econ),No,No,International,No,On campus,Somewhat approve,Somewhat approve,Somewhat dissatisfied,Elizabeth Warren,Somewhat happy,Gap between rich and poor,Somewhat safe,Somewhat unsafe,Very unsatisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,First-year,"Grants, covering some costs",No,Heterosexual,"White, Asian","Business (BEO or econ), Social sciences (not incl. BEO or econ)",No,No,Domestic,No,On campus,Somewhat disapprove,Somewhat approve,Very dissatisfied,Bernie Sanders,Very happy,Environment/Climate change,Somewhat unsafe,Very unsafe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,First-year,None,No,Other,White,Humanities/arts,No,No,Domestic,No,On campus,Somewhat disapprove,No opinion,Somewhat satisfied,Pete Buttigieg,Somewhat happy,Environment/Climate change,Somewhat safe,Somewhat safe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Male,First-year,None,No,Other,White,"Humanities/arts, Social sciences (not incl. BEO or econ)",Yes,No,Domestic,No,On campus,No opinion,No opinion,Somewhat satisfied,Elizabeth Warren,Very happy,Environment/Climate change,Very safe,Very safe,Somewhat satisfied,Daily,Consistent hook-ups with one other person,Exclusive relationship with one other person
Female,Sophomore,None,No,Bisexual,White,"Humanities/arts, Physical sciences (incl. math, CS)",No,No,Domestic,No,On campus,Somewhat disapprove,Somewhat disapprove,Very dissatisfied,Kamala Harris,Somewhat happy,Race relations/Racism,Somewhat safe,Somewhat safe,Very satisfied,Once or twice a month,Other,Do not know
Female,Senior,None,No,Heterosexual,White,"Physical sciences (incl. math, CS)",No,No,Domestic,No,On campus,No opinion,Somewhat approve,Somewhat dissatisfied,Pete Buttigieg,Not very happy,Environment/Climate change,Very safe,Somewhat unsafe,Very satisfied,Never,Not in any kind of relationship,Not in any kind of relationship
Male,Sophomore,None,Yes,Heterosexual,Asian,"Physical sciences (incl. math, CS)",No,No,International,No,On campus,Somewhat approve,Somewhat approve,Somewhat dissatisfied,I am ineligible to vote,Somewhat happy,Gap between rich and poor,Somewhat safe,Somewhat unsafe,Very satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
Male,Senior,"Grants, covering some costs",No,Heterosexual,"White, Black","Humanities/arts, Business (BEO or econ)",No,No,International,No,Off campus,Somewhat approve,Somewhat approve,Very dissatisfied,I am ineligible to vote,Somewhat happy,Gap between rich and poor,Somewhat safe,Somewhat unsafe,Very satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Male,Senior,None,No,Heterosexual,Asian,Humanities/arts,No,No,International,No,On campus,Strongly approve,Somewhat approve,Very dissatisfied,I am ineligible to vote,Very happy,Current government leadership,Somewhat safe,Somewhat unsafe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Male,Junior,"Grants, covering some costs",No,Other,White,Social sciences (not incl. BEO or econ),No,No,Domestic,No,On campus,Somewhat disapprove,No opinion,Very dissatisfied,Elizabeth Warren,Somewhat happy,Gap between rich and poor,Very safe,Somewhat safe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Female,First-year,None,No,Heterosexual,White,Humanities/arts,Yes,No,Domestic,No,On campus,No opinion,No opinion,Somewhat satisfied,Pete Buttigieg,Somewhat happy,Gun control,Somewhat safe,Somewhat unsafe,Somewhat satisfied,Never,Do not know,Exclusive relationship with one other person
Female,First-year,"Grants, covering some costs",No,Heterosexual,Asian,"Humanities/arts, Physical sciences (incl. math, CS)",No,No,Domestic,No,On campus,Strongly approve,Strongly approve,Very dissatisfied,I do not plan on voting,Somewhat happy,Environment/Climate change,Somewhat safe,Somewhat unsafe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Male,Junior,"Grants, covering some costs",No,Heterosexual,White,Life sciences,No,No,Domestic,Yes,On campus,Strongly approve,No opinion,Somewhat satisfied,Pete Buttigieg,Very happy,Current government leadership,Very safe,Very safe,Somewhat unsatisfied,Once a week,Exclusive relationship with one other person,Exclusive relationship with one other person
Female,First-year,None,No,Heterosexual,White,"Humanities/arts, Physical sciences (incl. math, CS)",No,No,Domestic,No,On campus,Somewhat approve,No opinion,Somewhat satisfied,Pete Buttigieg,Somewhat happy,Current government leadership,Very safe,Somewhat safe,Somewhat satisfied,Never,Not in any kind of relationship,Consistent hook-ups with multiple people
Male,Junior,"Grants, covering some costs",No,Heterosexual,"White, Asian",Life sciences,No,Yes,Domestic,No,On campus,No opinion,No opinion,Somewhat dissatisfied,I am unsure,Very happy,Environment/Climate change,Very safe,Somewhat safe,Somewhat satisfied,Never,Not in any kind of relationship,Exclusive relationship with one other person
Male,First-year,"Grants, covering all costs",No,Heterosexual,Hispanic,Life sciences,No,Yes,Domestic,No,On campus,No opinion,No opinion,Somewhat satisfied,Elizabeth Warren,Very happy,Environment/Climate change,Very safe,Somewhat safe,Somewhat satisfied,Never,Exclusive relationship with one other person,Exclusive relationship with one other person
